pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,grupo_referencia,modulo,tipo_prueba
"Pregunta 483: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 483,Opción B para pregunta 483,Opción C para pregunta 483,Opción D para pregunta 483,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 484: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 484,Opción B para pregunta 484,Opción C para pregunta 484,Opción D para pregunta 484,A,Inglés,Genérico,Genérica
"Pregunta 485: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 485,Opción B para pregunta 485,Opción C para pregunta 485,Opción D para pregunta 485,B,Razonamiento cuantitativo,Salud,Específica
"Pregunta 486: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 486,Opción B para pregunta 486,Opción C para pregunta 486,Opción D para pregunta 486,D,Lectura crítica,Salud,Específica
"Pregunta 487: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 487,Opción B para pregunta 487,Opción C para pregunta 487,Opción D para pregunta 487,C,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 488: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 488,Opción B para pregunta 488,Opción C para pregunta 488,Opción D para pregunta 488,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 489: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 489,Opción B para pregunta 489,Opción C para pregunta 489,Opción D para pregunta 489,D,Razonamiento cuantitativo,Educación,Específica
"Pregunta 490: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 490,Opción B para pregunta 490,Opción C para pregunta 490,Opción D para pregunta 490,A,Comunicación escrita,Genérico,Genérica
"Pregunta 491: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 491,Opción B para pregunta 491,Opción C para pregunta 491,Opción D para pregunta 491,C,Inglés,Genérico,Genérica
"Pregunta 492: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 492,Opción B para pregunta 492,Opción C para pregunta 492,Opción D para pregunta 492,A,Inglés,Administración,Específica
"Pregunta 493: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 493,Opción B para pregunta 493,Opción C para pregunta 493,Opción D para pregunta 493,D,Lectura crítica,Genérico,Genérica
"Pregunta 494: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 494,Opción B para pregunta 494,Opción C para pregunta 494,Opción D para pregunta 494,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 495: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 495,Opción B para pregunta 495,Opción C para pregunta 495,Opción D para pregunta 495,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 496: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 496,Opción B para pregunta 496,Opción C para pregunta 496,Opción D para pregunta 496,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 497: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 497,Opción B para pregunta 497,Opción C para pregunta 497,Opción D para pregunta 497,D,Lectura crítica,Genérico,Genérica
"Pregunta 498: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 498,Opción B para pregunta 498,Opción C para pregunta 498,Opción D para pregunta 498,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 499: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 499,Opción B para pregunta 499,Opción C para pregunta 499,Opción D para pregunta 499,B,Lectura crítica,Salud,Específica
"Pregunta 500: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 500,Opción B para pregunta 500,Opción C para pregunta 500,Opción D para pregunta 500,D,Competencias ciudadanas,Administración,Específica
"Pregunta 501: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 501,Opción B para pregunta 501,Opción C para pregunta 501,Opción D para pregunta 501,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 502: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 502,Opción B para pregunta 502,Opción C para pregunta 502,Opción D para pregunta 502,C,Comunicación escrita,Ingeniería,Específica
"Pregunta 503: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 503,Opción B para pregunta 503,Opción C para pregunta 503,Opción D para pregunta 503,B,Comunicación escrita,Genérico,Genérica
"Pregunta 504: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 504,Opción B para pregunta 504,Opción C para pregunta 504,Opción D para pregunta 504,C,Lectura crítica,Genérico,Genérica
"Pregunta 505: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 505,Opción B para pregunta 505,Opción C para pregunta 505,Opción D para pregunta 505,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 506: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 506,Opción B para pregunta 506,Opción C para pregunta 506,Opción D para pregunta 506,C,Inglés,Salud,Específica
"Pregunta 507: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 507,Opción B para pregunta 507,Opción C para pregunta 507,Opción D para pregunta 507,D,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 508: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 508,Opción B para pregunta 508,Opción C para pregunta 508,Opción D para pregunta 508,B,Comunicación escrita,Genérico,Genérica
"Pregunta 509: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 509,Opción B para pregunta 509,Opción C para pregunta 509,Opción D para pregunta 509,B,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 510: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 510,Opción B para pregunta 510,Opción C para pregunta 510,Opción D para pregunta 510,C,Inglés,Genérico,Genérica
"Pregunta 511: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 511,Opción B para pregunta 511,Opción C para pregunta 511,Opción D para pregunta 511,B,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 512: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 512,Opción B para pregunta 512,Opción C para pregunta 512,Opción D para pregunta 512,A,Inglés,Salud,Específica
"Pregunta 513: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 513,Opción B para pregunta 513,Opción C para pregunta 513,Opción D para pregunta 513,B,Inglés,Genérico,Genérica
"Pregunta 514: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 514,Opción B para pregunta 514,Opción C para pregunta 514,Opción D para pregunta 514,B,Inglés,Genérico,Genérica
"Pregunta 515: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 515,Opción B para pregunta 515,Opción C para pregunta 515,Opción D para pregunta 515,B,Competencias ciudadanas,Salud,Específica
"Pregunta 516: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 516,Opción B para pregunta 516,Opción C para pregunta 516,Opción D para pregunta 516,C,Comunicación escrita,Genérico,Genérica
"Pregunta 517: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 517,Opción B para pregunta 517,Opción C para pregunta 517,Opción D para pregunta 517,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 518: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 518,Opción B para pregunta 518,Opción C para pregunta 518,Opción D para pregunta 518,B,Comunicación escrita,Administración,Específica
"Pregunta 519: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 519,Opción B para pregunta 519,Opción C para pregunta 519,Opción D para pregunta 519,C,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 520: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 520,Opción B para pregunta 520,Opción C para pregunta 520,Opción D para pregunta 520,A,Lectura crítica,Genérico,Genérica
"Pregunta 521: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 521,Opción B para pregunta 521,Opción C para pregunta 521,Opción D para pregunta 521,A,Inglés,Genérico,Genérica
"Pregunta 522: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 522,Opción B para pregunta 522,Opción C para pregunta 522,Opción D para pregunta 522,C,Lectura crítica,Genérico,Genérica
"Pregunta 523: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 523,Opción B para pregunta 523,Opción C para pregunta 523,Opción D para pregunta 523,C,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 524: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 524,Opción B para pregunta 524,Opción C para pregunta 524,Opción D para pregunta 524,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 525: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 525,Opción B para pregunta 525,Opción C para pregunta 525,Opción D para pregunta 525,A,Inglés,Genérico,Genérica
"Pregunta 526: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 526,Opción B para pregunta 526,Opción C para pregunta 526,Opción D para pregunta 526,D,Razonamiento cuantitativo,Educación,Específica
"Pregunta 527: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 527,Opción B para pregunta 527,Opción C para pregunta 527,Opción D para pregunta 527,C,Lectura crítica,Genérico,Genérica
"Pregunta 528: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 528,Opción B para pregunta 528,Opción C para pregunta 528,Opción D para pregunta 528,B,Lectura crítica,Salud,Específica
"Pregunta 529: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 529,Opción B para pregunta 529,Opción C para pregunta 529,Opción D para pregunta 529,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 530: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 530,Opción B para pregunta 530,Opción C para pregunta 530,Opción D para pregunta 530,B,Comunicación escrita,Genérico,Genérica
"Pregunta 531: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 531,Opción B para pregunta 531,Opción C para pregunta 531,Opción D para pregunta 531,B,Comunicación escrita,Genérico,Genérica
"Pregunta 532: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 532,Opción B para pregunta 532,Opción C para pregunta 532,Opción D para pregunta 532,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 533: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 533,Opción B para pregunta 533,Opción C para pregunta 533,Opción D para pregunta 533,C,Inglés,Genérico,Genérica
"Pregunta 534: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 534,Opción B para pregunta 534,Opción C para pregunta 534,Opción D para pregunta 534,C,Comunicación escrita,Genérico,Genérica
"Pregunta 535: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 535,Opción B para pregunta 535,Opción C para pregunta 535,Opción D para pregunta 535,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 536: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 536,Opción B para pregunta 536,Opción C para pregunta 536,Opción D para pregunta 536,B,Comunicación escrita,Educación,Específica
"Pregunta 537: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 537,Opción B para pregunta 537,Opción C para pregunta 537,Opción D para pregunta 537,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 538: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 538,Opción B para pregunta 538,Opción C para pregunta 538,Opción D para pregunta 538,D,Comunicación escrita,Genérico,Genérica
"Pregunta 539: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 539,Opción B para pregunta 539,Opción C para pregunta 539,Opción D para pregunta 539,A,Competencias ciudadanas,Administración,Específica
"Pregunta 540: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 540,Opción B para pregunta 540,Opción C para pregunta 540,Opción D para pregunta 540,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 541: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 541,Opción B para pregunta 541,Opción C para pregunta 541,Opción D para pregunta 541,B,Comunicación escrita,Administración,Específica
"Pregunta 542: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 542,Opción B para pregunta 542,Opción C para pregunta 542,Opción D para pregunta 542,B,Inglés,Genérico,Genérica
"Pregunta 543: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 543,Opción B para pregunta 543,Opción C para pregunta 543,Opción D para pregunta 543,C,Inglés,Genérico,Genérica
"Pregunta 544: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 544,Opción B para pregunta 544,Opción C para pregunta 544,Opción D para pregunta 544,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 545: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 545,Opción B para pregunta 545,Opción C para pregunta 545,Opción D para pregunta 545,A,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 546: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 546,Opción B para pregunta 546,Opción C para pregunta 546,Opción D para pregunta 546,B,Inglés,Genérico,Genérica
"Pregunta 547: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 547,Opción B para pregunta 547,Opción C para pregunta 547,Opción D para pregunta 547,C,Inglés,Genérico,Genérica
"Pregunta 548: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 548,Opción B para pregunta 548,Opción C para pregunta 548,Opción D para pregunta 548,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 549: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 549,Opción B para pregunta 549,Opción C para pregunta 549,Opción D para pregunta 549,C,Competencias ciudadanas,Administración,Específica
"Pregunta 550: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 550,Opción B para pregunta 550,Opción C para pregunta 550,Opción D para pregunta 550,D,Inglés,Genérico,Genérica
"Pregunta 551: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 551,Opción B para pregunta 551,Opción C para pregunta 551,Opción D para pregunta 551,D,Inglés,Genérico,Genérica
"Pregunta 552: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 552,Opción B para pregunta 552,Opción C para pregunta 552,Opción D para pregunta 552,B,Inglés,Genérico,Genérica
"Pregunta 553: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 553,Opción B para pregunta 553,Opción C para pregunta 553,Opción D para pregunta 553,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 554: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 554,Opción B para pregunta 554,Opción C para pregunta 554,Opción D para pregunta 554,B,Lectura crítica,Salud,Específica
"Pregunta 555: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 555,Opción B para pregunta 555,Opción C para pregunta 555,Opción D para pregunta 555,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 556: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 556,Opción B para pregunta 556,Opción C para pregunta 556,Opción D para pregunta 556,B,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 557: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 557,Opción B para pregunta 557,Opción C para pregunta 557,Opción D para pregunta 557,D,Inglés,Genérico,Genérica
"Pregunta 558: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 558,Opción B para pregunta 558,Opción C para pregunta 558,Opción D para pregunta 558,A,Inglés,Genérico,Genérica
"Pregunta 559: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 559,Opción B para pregunta 559,Opción C para pregunta 559,Opción D para pregunta 559,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 560: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 560,Opción B para pregunta 560,Opción C para pregunta 560,Opción D para pregunta 560,D,Comunicación escrita,Genérico,Genérica
"Pregunta 561: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 561,Opción B para pregunta 561,Opción C para pregunta 561,Opción D para pregunta 561,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 562: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 562,Opción B para pregunta 562,Opción C para pregunta 562,Opción D para pregunta 562,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 563: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 563,Opción B para pregunta 563,Opción C para pregunta 563,Opción D para pregunta 563,C,Comunicación escrita,Genérico,Genérica
"Pregunta 564: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 564,Opción B para pregunta 564,Opción C para pregunta 564,Opción D para pregunta 564,D,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 565: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 565,Opción B para pregunta 565,Opción C para pregunta 565,Opción D para pregunta 565,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 566: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 566,Opción B para pregunta 566,Opción C para pregunta 566,Opción D para pregunta 566,C,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 567: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 567,Opción B para pregunta 567,Opción C para pregunta 567,Opción D para pregunta 567,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 568: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 568,Opción B para pregunta 568,Opción C para pregunta 568,Opción D para pregunta 568,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 569: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 569,Opción B para pregunta 569,Opción C para pregunta 569,Opción D para pregunta 569,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 570: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 570,Opción B para pregunta 570,Opción C para pregunta 570,Opción D para pregunta 570,D,Inglés,Salud,Específica
"Pregunta 571: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 571,Opción B para pregunta 571,Opción C para pregunta 571,Opción D para pregunta 571,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 572: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 572,Opción B para pregunta 572,Opción C para pregunta 572,Opción D para pregunta 572,D,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 573: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 573,Opción B para pregunta 573,Opción C para pregunta 573,Opción D para pregunta 573,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 574: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 574,Opción B para pregunta 574,Opción C para pregunta 574,Opción D para pregunta 574,D,Lectura crítica,Genérico,Genérica
"Pregunta 575: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 575,Opción B para pregunta 575,Opción C para pregunta 575,Opción D para pregunta 575,C,Lectura crítica,Ciencias sociales,Específica
"Pregunta 576: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 576,Opción B para pregunta 576,Opción C para pregunta 576,Opción D para pregunta 576,A,Inglés,Educación,Específica
"Pregunta 577: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 577,Opción B para pregunta 577,Opción C para pregunta 577,Opción D para pregunta 577,D,Lectura crítica,Ciencias sociales,Específica
"Pregunta 578: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 578,Opción B para pregunta 578,Opción C para pregunta 578,Opción D para pregunta 578,A,Competencias ciudadanas,Ciencias sociales,Específica
"Pregunta 579: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 579,Opción B para pregunta 579,Opción C para pregunta 579,Opción D para pregunta 579,B,Competencias ciudadanas,Educación,Específica
"Pregunta 580: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 580,Opción B para pregunta 580,Opción C para pregunta 580,Opción D para pregunta 580,B,Lectura crítica,Genérico,Genérica
"Pregunta 581: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 581,Opción B para pregunta 581,Opción C para pregunta 581,Opción D para pregunta 581,A,Lectura crítica,Administración,Específica
"Pregunta 582: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 582,Opción B para pregunta 582,Opción C para pregunta 582,Opción D para pregunta 582,A,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 583: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 583,Opción B para pregunta 583,Opción C para pregunta 583,Opción D para pregunta 583,D,Competencias ciudadanas,Administración,Específica
"Pregunta 584: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 584,Opción B para pregunta 584,Opción C para pregunta 584,Opción D para pregunta 584,D,Lectura crítica,Ingeniería,Específica
"Pregunta 585: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 585,Opción B para pregunta 585,Opción C para pregunta 585,Opción D para pregunta 585,D,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 586: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 586,Opción B para pregunta 586,Opción C para pregunta 586,Opción D para pregunta 586,C,Competencias ciudadanas,Administración,Específica
"Pregunta 587: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 587,Opción B para pregunta 587,Opción C para pregunta 587,Opción D para pregunta 587,A,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 588: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 588,Opción B para pregunta 588,Opción C para pregunta 588,Opción D para pregunta 588,D,Lectura crítica,Educación,Específica
"Pregunta 589: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 589,Opción B para pregunta 589,Opción C para pregunta 589,Opción D para pregunta 589,A,Razonamiento cuantitativo,Salud,Específica
"Pregunta 590: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 590,Opción B para pregunta 590,Opción C para pregunta 590,Opción D para pregunta 590,D,Lectura crítica,Salud,Específica
"Pregunta 591: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 591,Opción B para pregunta 591,Opción C para pregunta 591,Opción D para pregunta 591,C,Competencias ciudadanas,Educación,Específica
"Pregunta 592: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 592,Opción B para pregunta 592,Opción C para pregunta 592,Opción D para pregunta 592,B,Inglés,Salud,Específica
"Pregunta 593: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 593,Opción B para pregunta 593,Opción C para pregunta 593,Opción D para pregunta 593,D,Inglés,Genérico,Genérica
"Pregunta 594: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 594,Opción B para pregunta 594,Opción C para pregunta 594,Opción D para pregunta 594,C,Inglés,Genérico,Genérica
"Pregunta 595: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 595,Opción B para pregunta 595,Opción C para pregunta 595,Opción D para pregunta 595,D,Inglés,Genérico,Genérica
"Pregunta 596: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 596,Opción B para pregunta 596,Opción C para pregunta 596,Opción D para pregunta 596,B,Lectura crítica,Ingeniería,Específica
"Pregunta 597: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 597,Opción B para pregunta 597,Opción C para pregunta 597,Opción D para pregunta 597,A,Comunicación escrita,Genérico,Genérica
"Pregunta 598: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 598,Opción B para pregunta 598,Opción C para pregunta 598,Opción D para pregunta 598,D,Competencias ciudadanas,Ciencias sociales,Específica
"Pregunta 599: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 599,Opción B para pregunta 599,Opción C para pregunta 599,Opción D para pregunta 599,D,Comunicación escrita,Genérico,Genérica
"Pregunta 600: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 600,Opción B para pregunta 600,Opción C para pregunta 600,Opción D para pregunta 600,B,Lectura crítica,Genérico,Genérica
"Pregunta 601: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 601,Opción B para pregunta 601,Opción C para pregunta 601,Opción D para pregunta 601,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 602: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 602,Opción B para pregunta 602,Opción C para pregunta 602,Opción D para pregunta 602,B,Inglés,Salud,Específica
"Pregunta 603: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 603,Opción B para pregunta 603,Opción C para pregunta 603,Opción D para pregunta 603,B,Inglés,Genérico,Genérica
"Pregunta 604: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 604,Opción B para pregunta 604,Opción C para pregunta 604,Opción D para pregunta 604,C,Inglés,Genérico,Genérica
"Pregunta 605: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 605,Opción B para pregunta 605,Opción C para pregunta 605,Opción D para pregunta 605,C,Razonamiento cuantitativo,Educación,Específica
"Pregunta 606: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 606,Opción B para pregunta 606,Opción C para pregunta 606,Opción D para pregunta 606,D,Comunicación escrita,Salud,Específica
"Pregunta 607: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 607,Opción B para pregunta 607,Opción C para pregunta 607,Opción D para pregunta 607,C,Lectura crítica,Ciencias sociales,Específica
"Pregunta 608: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 608,Opción B para pregunta 608,Opción C para pregunta 608,Opción D para pregunta 608,C,Lectura crítica,Educación,Específica
"Pregunta 609: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 609,Opción B para pregunta 609,Opción C para pregunta 609,Opción D para pregunta 609,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 610: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 610,Opción B para pregunta 610,Opción C para pregunta 610,Opción D para pregunta 610,B,Lectura crítica,Genérico,Genérica
"Pregunta 611: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 611,Opción B para pregunta 611,Opción C para pregunta 611,Opción D para pregunta 611,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 612: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 612,Opción B para pregunta 612,Opción C para pregunta 612,Opción D para pregunta 612,A,Lectura crítica,Educación,Específica
"Pregunta 613: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 613,Opción B para pregunta 613,Opción C para pregunta 613,Opción D para pregunta 613,C,Razonamiento cuantitativo,Administración,Específica
"Pregunta 614: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 614,Opción B para pregunta 614,Opción C para pregunta 614,Opción D para pregunta 614,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 615: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 615,Opción B para pregunta 615,Opción C para pregunta 615,Opción D para pregunta 615,B,Razonamiento cuantitativo,Genérico,Genérica
