id,enunciado,grupo_referencia,modulo,tipo_prueba,puntaje,creado_en
368,Esta es la pregunta 368 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.66,2025-08-13 16:54:01.297199
369,Esta es la pregunta 369 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.76,2025-08-13 16:54:01.297208
370,Esta es la pregunta 370 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.13,2025-08-13 16:54:01.297221
371,Esta es la pregunta 371 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,0.63,2025-08-13 16:54:01.297232
372,Esta es la pregunta 372 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.61,2025-08-13 16:54:01.297245
373,Esta es la pregunta 373 del módulo Lectura Crítica para el grupo Tecnología.,Tecnología,Lectura Crítica,especifica,1.85,2025-08-13 16:54:01.297254
374,Esta es la pregunta 374 del módulo Razonamiento Cuantitativo para el grupo Salud.,Salud,Razonamiento Cuantitativo,especifica,1.83,2025-08-13 16:54:01.297263
375,Esta es la pregunta 375 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,0.54,2025-08-13 16:54:01.297272
376,Esta es la pregunta 376 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.58,2025-08-13 16:54:01.297281
377,Esta es la pregunta 377 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.76,2025-08-13 16:54:01.297290
378,Esta es la pregunta 378 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,0.54,2025-08-13 16:54:01.297300
379,Esta es la pregunta 379 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.54,2025-08-13 16:54:01.297309
380,Esta es la pregunta 380 del módulo Competencias Ciudadanas para el grupo Administración.,Administración,Competencias Ciudadanas,especifica,0.91,2025-08-13 16:54:01.297322
381,Esta es la pregunta 381 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,0.83,2025-08-13 16:54:01.297338
382,Esta es la pregunta 382 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.39,2025-08-13 16:54:01.297347
383,Esta es la pregunta 383 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.97,2025-08-13 16:54:01.297357
384,Esta es la pregunta 384 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.57,2025-08-13 16:54:01.297366
385,Esta es la pregunta 385 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.8,2025-08-13 16:54:01.297377
386,Esta es la pregunta 386 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,0.61,2025-08-13 16:54:01.297386
387,Esta es la pregunta 387 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.12,2025-08-13 16:54:01.297397
388,Esta es la pregunta 388 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.25,2025-08-13 16:54:01.297406
389,Esta es la pregunta 389 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.84,2025-08-13 16:54:01.297416
390,Esta es la pregunta 390 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.95,2025-08-13 16:54:01.297431
391,Esta es la pregunta 391 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,1.25,2025-08-13 16:54:01.297444
392,Esta es la pregunta 392 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.19,2025-08-13 16:54:01.297455
393,Esta es la pregunta 393 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,1.93,2025-08-13 16:54:01.297470
394,Esta es la pregunta 394 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.28,2025-08-13 16:54:01.297479
395,Esta es la pregunta 395 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.19,2025-08-13 16:54:01.297488
396,Esta es la pregunta 396 del módulo Razonamiento Cuantitativo para el grupo Salud.,Salud,Razonamiento Cuantitativo,especifica,1.92,2025-08-13 16:54:01.297497
397,Esta es la pregunta 397 del módulo Razonamiento Cuantitativo para el grupo Tecnología.,Tecnología,Razonamiento Cuantitativo,especifica,1.76,2025-08-13 16:54:01.297507
398,Esta es la pregunta 398 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,1.85,2025-08-13 16:54:01.297524
399,Esta es la pregunta 399 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.56,2025-08-13 16:54:01.297537
400,Esta es la pregunta 400 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.16,2025-08-13 16:54:01.297549
401,Esta es la pregunta 401 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.65,2025-08-13 16:54:01.297558
402,Esta es la pregunta 402 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.52,2025-08-13 16:54:01.297571
403,Esta es la pregunta 403 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.97,2025-08-13 16:54:01.297580
404,Esta es la pregunta 404 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,0.93,2025-08-13 16:54:01.297590
405,Esta es la pregunta 405 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.14,2025-08-13 16:54:01.297600
406,Esta es la pregunta 406 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.8,2025-08-13 16:54:01.297612
407,Esta es la pregunta 407 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.81,2025-08-13 16:54:01.297622
408,Esta es la pregunta 408 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.9,2025-08-13 16:54:01.297635
409,Esta es la pregunta 409 del módulo Lectura Crítica para el grupo Tecnología.,Tecnología,Lectura Crítica,especifica,0.6,2025-08-13 16:54:01.297646
410,Esta es la pregunta 410 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.78,2025-08-13 16:54:01.297663
411,Esta es la pregunta 411 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.75,2025-08-13 16:54:01.297673
412,Esta es la pregunta 412 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,1.76,2025-08-13 16:54:01.297685
413,Esta es la pregunta 413 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.0,2025-08-13 16:54:01.297696
414,Esta es la pregunta 414 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.97,2025-08-13 16:54:01.297704
415,Esta es la pregunta 415 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,0.96,2025-08-13 16:54:01.297716
416,Esta es la pregunta 416 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.42,2025-08-13 16:54:01.297725
417,Esta es la pregunta 417 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,1.48,2025-08-13 16:54:01.297736
418,Esta es la pregunta 418 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.06,2025-08-13 16:54:01.297744
419,Esta es la pregunta 419 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.57,2025-08-13 16:54:01.298030
420,Esta es la pregunta 420 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.03,2025-08-13 16:54:01.298045
421,Esta es la pregunta 421 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.67,2025-08-13 16:54:01.298055
422,Esta es la pregunta 422 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.28,2025-08-13 16:54:01.298064
423,Esta es la pregunta 423 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.64,2025-08-13 16:54:01.298081
424,Esta es la pregunta 424 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,1.38,2025-08-13 16:54:01.298092
425,Esta es la pregunta 425 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.18,2025-08-13 16:54:01.298101
426,Esta es la pregunta 426 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,1.3,2025-08-13 16:54:01.298114
427,Esta es la pregunta 427 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.73,2025-08-13 16:54:01.298128
428,Esta es la pregunta 428 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.51,2025-08-13 16:54:01.298139
429,Esta es la pregunta 429 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,0.83,2025-08-13 16:54:01.298147
430,Esta es la pregunta 430 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.93,2025-08-13 16:54:01.298157
431,Esta es la pregunta 431 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.36,2025-08-13 16:54:01.298166
432,Esta es la pregunta 432 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.86,2025-08-13 16:54:01.298180
433,Esta es la pregunta 433 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.03,2025-08-13 16:54:01.298191
434,Esta es la pregunta 434 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.56,2025-08-13 16:54:01.298200
435,Esta es la pregunta 435 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,1.83,2025-08-13 16:54:01.298215
436,Esta es la pregunta 436 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,1.86,2025-08-13 16:54:01.298227
437,Esta es la pregunta 437 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.57,2025-08-13 16:54:01.298236
438,Esta es la pregunta 438 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,1.77,2025-08-13 16:54:01.298245
439,Esta es la pregunta 439 del módulo Razonamiento Cuantitativo para el grupo Educación.,Educación,Razonamiento Cuantitativo,especifica,1.77,2025-08-13 16:54:01.298255
440,Esta es la pregunta 440 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.78,2025-08-13 16:54:01.298264
441,Esta es la pregunta 441 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.87,2025-08-13 16:54:01.298273
442,Esta es la pregunta 442 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,0.58,2025-08-13 16:54:01.298283
443,Esta es la pregunta 443 del módulo Lectura Crítica para el grupo Tecnología.,Tecnología,Lectura Crítica,especifica,0.63,2025-08-13 16:54:01.298292
444,Esta es la pregunta 444 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.87,2025-08-13 16:54:01.298307
445,Esta es la pregunta 445 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.73,2025-08-13 16:54:01.298317
446,Esta es la pregunta 446 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.87,2025-08-13 16:54:01.298326
447,Esta es la pregunta 447 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.55,2025-08-13 16:54:01.298335
448,Esta es la pregunta 448 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,0.74,2025-08-13 16:54:01.298348
449,Esta es la pregunta 449 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.95,2025-08-13 16:54:01.298359
450,Esta es la pregunta 450 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.51,2025-08-13 16:54:01.298368
451,Esta es la pregunta 451 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.6,2025-08-13 16:54:01.298377
452,Esta es la pregunta 452 del módulo Razonamiento Cuantitativo para el grupo Tecnología.,Tecnología,Razonamiento Cuantitativo,especifica,1.89,2025-08-13 16:54:01.298386
453,Esta es la pregunta 453 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.78,2025-08-13 16:54:01.298398
454,Esta es la pregunta 454 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.72,2025-08-13 16:54:01.298421
455,Esta es la pregunta 455 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,1.0,2025-08-13 16:54:01.298434
456,Esta es la pregunta 456 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.11,2025-08-13 16:54:01.298444
457,Esta es la pregunta 457 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.85,2025-08-13 16:54:01.298453
458,Esta es la pregunta 458 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.5,2025-08-13 16:54:01.298463
459,Esta es la pregunta 459 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.61,2025-08-13 16:54:01.298472
460,Esta es la pregunta 460 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.56,2025-08-13 16:54:01.298480
461,Esta es la pregunta 461 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.97,2025-08-13 16:54:01.298490
462,Esta es la pregunta 462 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.04,2025-08-13 16:54:01.298504
463,Esta es la pregunta 463 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,1.1,2025-08-13 16:54:01.298555
464,Esta es la pregunta 464 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.78,2025-08-13 16:54:01.298565
465,Esta es la pregunta 465 del módulo Competencias Ciudadanas para el grupo Administración.,Administración,Competencias Ciudadanas,especifica,0.53,2025-08-13 16:54:01.298579
466,Esta es la pregunta 466 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.17,2025-08-13 16:54:01.298591
467,Esta es la pregunta 467 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.44,2025-08-13 16:54:01.298602
468,Esta es la pregunta 468 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.09,2025-08-13 16:54:01.298612
469,Esta es la pregunta 469 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,0.9,2025-08-13 16:54:01.298623
470,Esta es la pregunta 470 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.33,2025-08-13 16:54:01.298635
471,Esta es la pregunta 471 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.27,2025-08-13 16:54:01.298648
472,Esta es la pregunta 472 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.59,2025-08-13 16:54:01.298657
473,Esta es la pregunta 473 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.57,2025-08-13 16:54:01.298669
474,Esta es la pregunta 474 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,1.95,2025-08-13 16:54:01.298680
475,Esta es la pregunta 475 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.84,2025-08-13 16:54:01.298690
476,Esta es la pregunta 476 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.37,2025-08-13 16:54:01.298704
477,Esta es la pregunta 477 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,1.25,2025-08-13 16:54:01.298713
478,Esta es la pregunta 478 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,1.13,2025-08-13 16:54:01.298721
479,Esta es la pregunta 479 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.39,2025-08-13 16:54:01.298730
480,Esta es la pregunta 480 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,1.18,2025-08-13 16:54:01.298743
481,Esta es la pregunta 481 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.73,2025-08-13 16:54:01.298752
482,Esta es la pregunta 482 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.85,2025-08-13 16:54:01.298761
483,Esta es la pregunta 483 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.79,2025-08-13 16:54:01.298773
484,Esta es la pregunta 484 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,1.1,2025-08-13 16:54:01.298784
485,Esta es la pregunta 485 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.72,2025-08-13 16:54:01.298793
486,Esta es la pregunta 486 del módulo Razonamiento Cuantitativo para el grupo Tecnología.,Tecnología,Razonamiento Cuantitativo,especifica,0.89,2025-08-13 16:54:01.298803
487,Esta es la pregunta 487 del módulo Razonamiento Cuantitativo para el grupo Educación.,Educación,Razonamiento Cuantitativo,especifica,1.32,2025-08-13 16:54:01.298814
488,Esta es la pregunta 488 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.81,2025-08-13 16:54:01.298823
489,Esta es la pregunta 489 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.98,2025-08-13 16:54:01.298854
490,Esta es la pregunta 490 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.78,2025-08-13 16:54:01.298864
491,Esta es la pregunta 491 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.31,2025-08-13 16:54:01.298875
492,Esta es la pregunta 492 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.46,2025-08-13 16:54:01.298884
493,Esta es la pregunta 493 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.64,2025-08-13 16:54:01.298892
494,Esta es la pregunta 494 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,0.91,2025-08-13 16:54:01.298902
495,Esta es la pregunta 495 del módulo Inglés para el grupo Ingeniería.,Ingeniería,Inglés,especifica,0.78,2025-08-13 16:54:01.298911
496,Esta es la pregunta 496 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,0.54,2025-08-13 16:54:01.298923
497,Esta es la pregunta 497 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.23,2025-08-13 16:54:01.298937
498,Esta es la pregunta 498 del módulo Comunicación Escrita para el grupo Ingeniería.,Ingeniería,Comunicación Escrita,especifica,0.81,2025-08-13 16:54:01.298949
499,Esta es la pregunta 499 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.9,2025-08-13 16:54:01.298959
500,Esta es la pregunta 500 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.21,2025-08-13 16:54:01.298972
501,Esta es la pregunta 501 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.74,2025-08-13 16:54:01.298981
502,Esta es la pregunta 502 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,1.96,2025-08-13 16:54:01.298989
503,Esta es la pregunta 503 del módulo Comunicación Escrita para el grupo Ingeniería.,Ingeniería,Comunicación Escrita,especifica,1.89,2025-08-13 16:54:01.298998
504,Esta es la pregunta 504 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,1.77,2025-08-13 16:54:01.299007
505,Esta es la pregunta 505 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.68,2025-08-13 16:54:01.299017
506,Esta es la pregunta 506 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.58,2025-08-13 16:54:01.299027
507,Esta es la pregunta 507 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.67,2025-08-13 16:54:01.299040
508,Esta es la pregunta 508 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,1.11,2025-08-13 16:54:01.299054
509,Esta es la pregunta 509 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.03,2025-08-13 16:54:01.299062
510,Esta es la pregunta 510 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.74,2025-08-13 16:54:01.299072
511,Esta es la pregunta 511 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,1.43,2025-08-13 16:54:01.299082
512,Esta es la pregunta 512 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.14,2025-08-13 16:54:01.299094
513,Esta es la pregunta 513 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,0.6,2025-08-13 16:54:01.299104
514,Esta es la pregunta 514 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,0.69,2025-08-13 16:54:01.299113
515,Esta es la pregunta 515 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.46,2025-08-13 16:54:01.299124
516,Esta es la pregunta 516 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.54,2025-08-13 16:54:01.299134
517,Esta es la pregunta 517 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.64,2025-08-13 16:54:01.299147
518,Esta es la pregunta 518 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.68,2025-08-13 16:54:01.299162
519,Esta es la pregunta 519 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.87,2025-08-13 16:54:01.299171
520,Esta es la pregunta 520 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.26,2025-08-13 16:54:01.299183
521,Esta es la pregunta 521 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,0.91,2025-08-13 16:54:01.299192
522,Esta es la pregunta 522 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.3,2025-08-13 16:54:01.299202
523,Esta es la pregunta 523 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.89,2025-08-13 16:54:01.299211
524,Esta es la pregunta 524 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.06,2025-08-13 16:54:01.299222
525,Esta es la pregunta 525 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,0.95,2025-08-13 16:54:01.299232
526,Esta es la pregunta 526 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.81,2025-08-13 16:54:01.299245
527,Esta es la pregunta 527 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.1,2025-08-13 16:54:01.299256
528,Esta es la pregunta 528 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.69,2025-08-13 16:54:01.299267
529,Esta es la pregunta 529 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.75,2025-08-13 16:54:01.299283
530,Esta es la pregunta 530 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.57,2025-08-13 16:54:01.299294
531,Esta es la pregunta 531 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.44,2025-08-13 16:54:01.299304
532,Esta es la pregunta 532 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,1.67,2025-08-13 16:54:01.299315
533,Esta es la pregunta 533 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,1.93,2025-08-13 16:54:01.299329
534,Esta es la pregunta 534 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,0.92,2025-08-13 16:54:01.299343
535,Esta es la pregunta 535 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,0.94,2025-08-13 16:54:01.299356
536,Esta es la pregunta 536 del módulo Razonamiento Cuantitativo para el grupo Educación.,Educación,Razonamiento Cuantitativo,especifica,0.95,2025-08-13 16:54:01.299366
537,Esta es la pregunta 537 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.39,2025-08-13 16:54:01.299376
538,Esta es la pregunta 538 del módulo Razonamiento Cuantitativo para el grupo Tecnología.,Tecnología,Razonamiento Cuantitativo,especifica,1.78,2025-08-13 16:54:01.299385
539,Esta es la pregunta 539 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.36,2025-08-13 16:54:01.299394
540,Esta es la pregunta 540 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.02,2025-08-13 16:54:01.299439
541,Esta es la pregunta 541 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.12,2025-08-13 16:54:01.299450
542,Esta es la pregunta 542 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.85,2025-08-13 16:54:01.299460
543,Esta es la pregunta 543 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.62,2025-08-13 16:54:01.299470
544,Esta es la pregunta 544 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.98,2025-08-13 16:54:01.299484
545,Esta es la pregunta 545 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.76,2025-08-13 16:54:01.299493
546,Esta es la pregunta 546 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,0.7,2025-08-13 16:54:01.299503
547,Esta es la pregunta 547 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.21,2025-08-13 16:54:01.299513
548,Esta es la pregunta 548 del módulo Inglés para el grupo Ingeniería.,Ingeniería,Inglés,especifica,1.44,2025-08-13 16:54:01.299522
549,Esta es la pregunta 549 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.65,2025-08-13 16:54:01.299531
550,Esta es la pregunta 550 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,1.84,2025-08-13 16:54:01.299545
551,Esta es la pregunta 551 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.65,2025-08-13 16:54:01.299557
552,Esta es la pregunta 552 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,0.95,2025-08-13 16:54:01.299581
